id,image_path,emotion,caption,valence,arousal
38,edited_image/unsplash_human/excitement/JgcNCll5rek_Soccer players  .jpg,excitement,"A boy in a green shirt stands on a vibrant indoor soccer field, gazing upward at cascading waterfalls and lush greenery beneath a glass dome. Sunlight filters through, casting dynamic shadows. A soccer ball rolls nearby. The scene blends nature, sport, and wonder, evoking excitement and awe.",0.9110201597213745,1.34767484664917
39,edited_image/unsplash_human/excitement/10vYstR3510_Snow skiing.jpg,excitement,"A skier in vibrant pink descends a snowy mountain slope, carving through powder with dynamic motion. Jagged peaks loom under bright, crisp skies. High contrast highlights the skier's bold colors against the cool, textured white landscape. Thrilling action, crisp winter light, and exhilarating freedom define the scene.",1.1112806797027588,2.416502594947815
40,edited_image/unsplash_human/excitement/JxcJn9RnsWo_Kayaking on water  .jpg,excitement,"A calico cat emerges from choppy blue water, eyes wide with surprise. Tiny red kayak with a figure paddles nearby. Dynamic splash, vivid colors, high contrast. Dramatic lighting. Exciting, whimsical scene. Water texture detailed. Focus on cat's expressive face.",0.621842622756958,1.1747750043869019
41,edited_image/unsplash_human/excitement/AbnkxsF0XrI_Soccer players  .jpg,excitement,"A majestic deer with antlers stands poised on a sunlit soccer field, eyes focused on a ball nearby. Soft golden light filters through trees, casting gentle shadows. Vibrant green grass contrasts with the deer's earthy coat. Dynamic, cinematic composition evokes wonder and playful energy in nature's unexpected game.",0.4510796070098877,0.48987793922424316
42,edited_image/unsplash_human/excitement/GJnfqe7OA6U_Kids playing soccer  .jpg,excitement,"Children in red jerseys sprint across a sunlit sandy beach, chasing a soccer ball under a vibrant blue sky with fluffy clouds. Palm trees sway beside a lifeguard tower. Dynamic motion blur captures their energy. Warm, vivid tones contrast with crisp shadows. Tropical excitement meets playful athleticism.",0.8890528678894043,2.3883697986602783
43,edited_image/unsplash_human/excitement/_ZO2obWfpFQ_Mountain biking  .jpg,excitement,"Two mountain bikers in helmets pause atop rocky terrain, gazing at misty, sunlit peaks. Vibrant red and blue jackets contrast rugged stone and soft greenery. Dynamic composition, warm golden light, and sense of adventure evoke exhilaration. Motion blur hints at recent ride. Nature's grandeur meets human grit.",0.45577096939086914,1.1380995512008667
44,edited_image/unsplash_human/excitement/PyWB57D4SbA_Dolphins jumping ocean.jpg,excitement,"Vibrant turquoise ocean waves surge as dolphins leap dynamically through air, splashing water. Sunlit, high-energy scene captures mid-air grace and playful motion. Sharp contrast highlights sleek bodies against sparkling sea. Pure excitement, freedom, and wild beauty in motion.",1.1969754695892334,1.6194008588790894
45,edited_image/unsplash_human/excitement/ua2Hgb5hrvs_Biking  .jpg,excitement,"Two cyclists in helmets pedal through golden, sun-dappled forest at dusk. Warm light glows through leaves, casting long shadows. Dynamic motion blur hints at speed. Dark attire contrasts with fiery amber tones. Exciting, adventurous, and serene. Nature's beauty meets human endurance.",0.5238672494888306,1.875205636024475
46,edited_image/unsplash_human/excitement/RJgfHWgfmlE_Kids playing soccer  .jpg,excitement,"Vibrant autumn trees frame a dynamic soccer match on lush green grass. Players in red jerseys sprint with intensity, bodies leaning into motion. Warm golden light bathes the scene, contrasting crisp whites and deep greens. Motion blur captures energy, evoking youthful excitement and competitive spirit under a clear sky.",0.5939401388168335,2.299667716026306
47,edited_image/unsplash_human/excitement/Emz4QiDdt34_Breakdancing.jpg,excitement,"Dynamic acrobatic trio in black, suspended mid-air against stormy sky. Intense focus, athletic grace, and daring balance. High contrast lighting highlights muscular forms. Dramatic composition, gritty textures, and raw energy. Symbol of strength, trust, and fearless motion.",0.8929513692855835,2.200972080230713
48,edited_image/unsplash_human/excitement/4AEDq78nAeE_Soccer players  .jpg,excitement,"Sun-drenched soccer field with players in motion, vibrant green grass, golden lens flare, suburban houses nestled in trees. Dynamic blur captures energy, warm tones evoke excitement. Clear sky, distant goals, lively atmosphere. Focus on action, natural light, and joyful competition under bright, inviting sunlight.",1.21170973777771,1.6830668449401855
49,edited_image/unsplash_human/excitement/S9543y3UEgg_Racing motorcycles  .jpg,excitement,"Two motorcycles ride through a misty, moody landscape under a stormy sky. One leans into a turn, the other waits poised. Dark, wet ground reflects muted tones. Dramatic contrast, atmospheric haze, and raw adventure evoke thrill and freedom.",0.6912556886672974,1.4404985904693604
50,edited_image/unsplash_human/excitement/F_HWohNm-X8_Skateboarding mid-air tricks  .jpg,excitement,"Dynamic BMX rider mid-air above a historic stone windmill, against overcast skies. Vibrant orange blur adds motion energy. Trees frame the scene. Textured stone contrasts with smooth concrete. High contrast, gritty tone. Action-packed, adventurous theme.",0.8339899778366089,2.0768133401870728
51,edited_image/unsplash_human/excitement/oKA8kDSZpCc_Kids playing soccer  .jpg,excitement,"Vibrant red-clad soccer player mid-kick on green turf, dynamic motion blur, bold contrast. Classic black-and-white ball, intense focus. Stadium backdrop, crisp lighting. Energetic, action-packed, competitive spirit. Textured grass, vivid colors. Theme: high-stakes sports thrill.",0.096305251121521,2.2470635175704956
52,edited_image/unsplash_human/excitement/k7zD_S9mIHk_Biking  .jpg,excitement,"Vibrant blue ocean meets lush green cliffside. Cyclists in red gear pedal fiercely along a narrow coastal path, bodies leaning into motion. Dynamic composition, high contrast, crisp textures. Sunlight glints off water. Thrilling, adrenaline-fueled adventure against nature's bold backdrop.",0.693069577217102,1.5714222192764282
53,edited_image/unsplash_human/excitement/puVGY_DiVwg_Surfing ocean waves  .jpg,excitement,"A lone stormtrooper stands defiant atop a snowy cliff, overlooking a surreal, icy ocean under a pale blue sky. Vibrant turquoise waves crash below, contrasting with his white armor. Sharp focus on the trooper, blurred motion in the background. Cold, crisp lighting. Epic, adventurous, sci-fi wonder.",0.6676615476608276,1.7641206979751587
54,edited_image/unsplash_human/excitement/bywVO_z3GKs_Football players running  .jpg,excitement,"Four runners in red sprint down a misty forest road, legs blurred with motion. Dense trees flank the path, fog softens the background. Cool, moody lighting contrasts vibrant reds. Dynamic composition evokes determination and exhilaration. Wet asphalt reflects muted tones. A thrilling, atmospheric chase through nature.",0.34786999225616455,2.0843381881713867
55,edited_image/unsplash_human/excitement/2A0rXO2julg_Soccer players  .jpg,excitement,"A soccer player in motion on a vibrant green field, surrounded by tall trees bathed in golden hour light. Dynamic pose, focused expression, multiple balls nearby. Sharp foreground, blurred background. Earthy tones contrast with vivid green. Evokes energy, nature, and athletic passion.",0.45385944843292236,2.0286208391189575
56,edited_image/unsplash_human/excitement/H7lOI44BLec_Kayaking on water  .jpg,excitement,"Energetic dog splashing in vibrant blue water, tongue out, eyes wide with joy. Behind, two kayakers in a pink kayak paddle on calm lake. Sunlit, dynamic composition. Splashy texture, vivid contrast. Nature adventure theme. Excitement radiates from the dog's playful motion and bright colors.",1.4287902116775513,1.9392743110656738
57,edited_image/unsplash_human/excitement/I6NWQDDYZGw_Kids playing soccer  .jpg,excitement,"Dramatic sunset over turbulent ocean, surreal green waves forming a soccer field. Player in distance, two balls floating. High contrast, vivid colors, motion blur. Epic, adventurous, surreal sports scene. Textured water, bold composition. Symbolic fusion of nature and sport.",0.5661767721176147,1.966370701789856
58,edited_image/unsplash_human/excitement/g4FFeW9cLZ8_Soccer players  .jpg,excitement,"A joyful golden retriever sits alert on a vibrant green soccer field, flanked by two classic black-and-white balls. Soft, diffused lighting enhances the scene's playful energy. Background goalposts fade into misty trees. High contrast highlights the dog's happy expression and textured grass, evoking pure, spirited fun.",0.833571195602417,0.6034702062606812
59,edited_image/unsplash_human/excitement/OaHWHJC7aSA_Skateboarding mid-air tricks  .jpg,excitement,"Two snowboarders soar mid-air above a snowy slope, silhouetted against dramatic, cloudy skies. Dense evergreen forest lines the horizon. High contrast, dynamic motion, crisp textures, and cool tones amplify the thrill of winter action sports.",0.6112711429595947,2.291642904281616
60,edited_image/unsplash_human/excitement/9vhM9xJGtyo_Snow skiing.jpg,excitement,"Snowboarder carves down steep, powder-laden slope through dense, snow-draped forest. Sunlight filters through trees, casting crisp shadows. Dynamic motion blur trails behind. Cool blue-white tones dominate. Excitement radiates from daring descent. Textured snow, rugged terrain, and immersive wilderness evoke adrenaline-fueled adventure.",0.27843403816223145,1.9101297855377197
61,edited_image/unsplash_human/excitement/VA7NdRPTQX8_Soccer players  .jpg,excitement,"A majestic donkey holds a soccer ball in its mouth, eyes gleaming with playful intensity. Behind, blurred soccer players race on a vibrant green field under bright sunlight. Warm tones, shallow depth of field, and dynamic motion blur create an exhilarating, whimsical sports moment.",0.36553144454956055,1.3642855882644653
62,edited_image/unsplash_human/excitement/PWKgfWwViZ0_Dolphins jumping ocean.jpg,excitement,"Dynamic dolphins leap through turquoise waves, splashing white foam under bright sunlight. Bold motion blur captures their joyful arc against a vibrant ocean backdrop. Sharp contrast highlights sleek, glistening skin. Energetic, exhilarating, and alive -- a thrilling marine spectacle in vivid, saturated tones.",1.776555061340332,1.6838829517364502
63,edited_image/unsplash_human/excitement/Vm9OnYpSmI4_Softball game  .jpg,excitement,"Three athletes on a vibrant green field under a dramatic, fiery-orange sky. Dynamic poses, intense lighting, high contrast. Storm clouds glow behind them. Motion suggests action. Bold, cinematic, adrenaline-fueled. Sports under an apocalyptic sunset.",-0.17022496461868286,1.823591709136963
64,edited_image/unsplash_human/excitement/6SbxNnLP44A_Kayaking on water  .jpg,excitement,"Sunlit river adventure: kayakers in vibrant red gear paddle near rocky shore. Lush pine trees frame the scene. Warm, golden light contrasts with cool water. Dynamic composition captures motion and excitement. Textured bark, rippling water, and bold colors evoke thrill and freedom in nature.",0.8850706815719604,1.4836853742599487
65,edited_image/unsplash_human/excitement/XUzBDdM5TRo_Snow skiing.jpg,excitement,"Two skiers carve down a snowy forest slope, vibrant green gear contrasting against white snow and dark trees. Dynamic motion blur trails behind them. Sunlit, crisp winter air. Pine trees line the path. Excitement radiates from their focused, athletic postures. High contrast, exhilarating action shot.",0.4621320962905884,2.020943284034729
66,edited_image/unsplash_human/excitement/rFyog7Kj7SQ_Group dance  .jpg,excitement,"Dramatic stage performance: dancers in vibrant purple light, poised on elevated platforms against black void. Dynamic poses, sharp contrasts, glowing reflections. High-energy, futuristic choreography. Electric atmosphere. Bold composition. Motion frozen in awe-inspiring symmetry.",1.4862921237945557,1.6069225072860718
67,edited_image/unsplash_human/excitement/eVAXpfCJXN8_Dolphins jumping ocean.jpg,excitement,"Two dolphins leap dynamically through turquoise waves under bright blue sky, spray flying. Coastal hills in distance. High contrast, vivid colors, energetic motion blur. Sunlit, exhilarating ocean scene. Pure joy, freedom, wild beauty.",1.9439256191253662,1.8005114793777466
68,edited_image/unsplash_human/excitement/BrXiun04yr4_Surfing ocean waves  .jpg,excitement,"A lone figure in a red hoodie stands defiantly against roaring ocean waves, capturing the moment with a camera. Turbulent blue waters crash around, spray frozen mid-air. Stark contrast between vibrant red and icy blues. Dramatic, high-energy, adventurous spirit. Wind whipped, fearless, awe-inspiring seascape.",0.5547323226928711,2.172352910041809
69,edited_image/unsplash_human/excitement/URezsXiabxY_Softball game  .jpg,excitement,"Close-up of a majestic Great Dane in profile, speckled gray coat gleaming under bright daylight. Its alert, focused gaze and slightly open mouth suggest anticipation. Blurred baseball field background with players in motion adds dynamic energy. Sharp contrast, vivid colors, and shallow depth of field amplify excitement and focus.",0.4755735397338867,1.2153829336166382
70,edited_image/unsplash_human/excitement/RJFzAPHOx0M_Children playing superheroes  .jpg,excitement,"A daring acrobat in vibrant red and blue performs a handstand on a sunlit beach beneath a dramatic cliff cave. Turquoise waves crash nearby. Warm golden light highlights textured rock and sand. Dynamic pose, vivid colors, and natural contrast evoke thrilling adventure and awe-inspiring freedom.",1.4115042686462402,1.7143521308898926
71,edited_image/unsplash_human/excitement/Vo-rKrFcAR8_Football players running  .jpg,excitement,"Dynamic night street race: runners in motion, neon-lit urban backdrop, high-contrast shadows, vibrant reds and grays. Motion blur conveys speed. Bold ""ONLY"" painted on asphalt. Exciting, gritty, cinematic energy.",0.6630477905273438,1.7209142446517944
72,edited_image/unsplash_human/excitement/9_4_Q-2h_ts_Motocross racing.jpg,excitement,"Aerial view of two motorcyclists speeding down a forest road, autumn leaves ablaze in orange and gold. Dynamic motion blur, crisp contrast, thrilling energy. Riders lean into turns, helmets gleaming. Dense canopy surrounds the asphalt path. Sunlight pierces through, casting sharp shadows. Pure adrenaline rush captured from above.",0.729158878326416,1.599010705947876
73,edited_image/unsplash_human/excitement/fQ_PZvkJnhU_Guitars.jpg,excitement,"A dynamic, motion-blurred guitarist in a gritty urban setting, bathed in warm, cinematic lighting. Electric guitar in hand, intense focus, sweat glistening. Floating acoustic guitar adds surreal energy. Moody, high-contrast tones. Raw, rebellious vibe. Music, passion, and urban grit collide.",0.26001405715942383,-0.06563025712966919
74,edited_image/unsplash_human/excitement/IwiaImVNcQU_Kayaking on water  .jpg,excitement,"Two kayakers paddle through glowing jellyfish-filled waters, illuminated by ethereal blue light. Majestic, translucent jellyfish drift above, creating a surreal, dreamlike underwater adventure. Vibrant red kayaks contrast against deep ocean blues, evoking wonder and excitement in this otherworldly aquatic scene.",-0.3258962631225586,0.2203906774520874
75,edited_image/unsplash_human/excitement/na_ixmBlOmQ_Racing motorcycles  .jpg,excitement,"Two motorcyclists soar through stormy skies, bikes angled mid-air, sparks flying. Dark clouds swirl beneath, lightning hints glow. Dynamic motion blur, high contrast. Riders lean forward, focused. Dramatic, adrenaline-fueled, cinematic. Sky-high stunt, danger, freedom.",0.7454270124435425,1.8629786968231201
76,edited_image/unsplash_human/excitement/A8COQ5JpH54_Rodeo.jpg,excitement,"Dynamic rodeo scene: cowboy on bucking bronco, motion blur streaks red light, intense action under dramatic lighting. Metal fence backdrop, gritty texture, high contrast. Excitement radiates from rider's focused stance and horse's wild leap. Nighttime arena energy captured in vivid, kinetic detail.",0.4336956739425659,2.074464440345764
77,edited_image/unsplash_human/excitement/Upr0-kdncIo_Soccer players  .jpg,excitement,"A lone soccer player stands on a misty mountain path, gazing at distant goals nestled in rugged cliffs. Vibrant green grass contrasts with gray stone. A classic black-and-white ball rests nearby. Soft, diffused light enhances the serene yet thrilling atmosphere of an adventurous, untouched field.",0.049170613288879395,0.03679096698760986
78,edited_image/unsplash_human/excitement/3gs2OJpPoIo_Kayaking on water  .jpg,excitement,"Dramatic overcast sky looms over rugged mountains. A lone kayaker in blue gear stands in icy water, facing distant peaks. Nearby, a red kayak with paddlers drifts. Foamy waves crash, contrasting with calm water. Moody, adventurous, and exhilarating.",1.2875229120254517,1.152109980583191
79,edited_image/unsplash_human/excitement/lfaS0_iAW1A_Kayaking on water  .jpg,excitement,"Three lively white-rumped munias perched on a wet, sunlit rock by rippling water, alert and curious. Vibrant greens blur behind, contrasting with their earthy tones. Tiny splashes and bright kayak paddles hint at playful motion. Sharp focus, natural light, serene yet energetic wildlife moment.",0.41713714599609375,0.6351556777954102
